accuracy,loss,val_accuracy,val_loss
0.9312499761581421,0.6912794709205627,0.925000011920929,0.6889447569847107
0.9312499761581421,0.6870584487915039,0.925000011920929,0.6848281621932983
0.9312499761581421,0.682829737663269,0.925000011920929,0.6807516813278198
0.9312499761581421,0.6787304878234863,0.925000011920929,0.676647961139679
0.9312499761581421,0.6745806932449341,0.925000011920929,0.6725934147834778
0.9312499761581421,0.6705086827278137,0.925000011920929,0.6685512065887451
0.9312499761581421,0.6664254069328308,0.925000011920929,0.6645647287368774
0.9312499761581421,0.6622740030288696,0.925000011920929,0.6606982946395874
0.9312499761581421,0.6584839820861816,0.925000011920929,0.6566832065582275
0.9312499761581421,0.6543472409248352,0.925000011920929,0.6528504490852356
0.9312499761581421,0.6504589915275574,0.925000011920929,0.6490038633346558
0.9312499761581421,0.6465839743614197,0.925000011920929,0.6451685428619385
0.9312499761581421,0.6427197456359863,0.925000011920929,0.6413700580596924
0.9312499761581421,0.6388548612594604,0.925000011920929,0.6376331448554993
0.9312499761581421,0.6350787878036499,0.925000011920929,0.6339072585105896
0.9312499761581421,0.6312984824180603,0.925000011920929,0.6302312612533569
0.9312499761581421,0.6275902986526489,0.925000011920929,0.6265686750411987
0.9312499761581421,0.6238599419593811,0.925000011920929,0.6229674220085144
0.9312499761581421,0.6202031970024109,0.925000011920929,0.6193915605545044
0.9312499761581421,0.6166087985038757,0.925000011920929,0.6158149242401123
